"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"MLF1IP"	0.892623110932733	2.67176602661295	7.14915382889398	2.13310423480702e-12	7.96774350358704e-11	17.6166746710708
"SRPRB"	1.25222837641209	2.21520257973554	7.14650637123509	2.17187405539089e-12	8.0943700781855e-11	17.5991987694489
"KARS"	1.52548117623461	-0.774115178258953	7.14601728474199	2.17911173098857e-12	8.10317565827561e-11	17.5959709173131
"PPIA"	1.08934525697166	1.63406222890496	7.14170461942798	2.24396679860607e-12	8.32571788536384e-11	17.5675166630096
"C1orf163"	1.30574960615343	0.328410906406336	7.14020358975089	2.26698178945943e-12	8.39237668249324e-11	17.5576166106386
"IQGAP3"	0.701883315978375	3.03236609746143	7.13939459844268	2.27948194434335e-12	8.41989975086116e-11	17.5522816507628
"CDC25B"	1.54171987162405	1.56703455886364	7.12762497689542	2.46918897101228e-12	9.10041221201022e-11	17.4747252078749
"PSRC1"	0.759505403555062	1.85614676469284	7.12690919411066	2.48121394610386e-12	9.1244996044554e-11	17.4700121058918
"CHAC1"	1.19149163492868	0.947188932834711	7.12276416252834	2.55198953828827e-12	9.36405521091116e-11	17.4427270450409
"CDCA7"	1.24459471552212	0.337346523717631	7.11997007647812	2.60081359239283e-12	9.522185800166e-11	17.4243424818019
"CCNG2"	-1.3012854864636	-0.265637131450413	-7.11948006929154	2.60947011480128e-12	9.53288181279712e-11	17.4211189713419
"DDN"	1.10992039976518	0.743593611110193	7.11781551515828	2.63908831119152e-12	9.61993989224241e-11	17.4101701460078
"TTC23L"	-0.744148695986844	0.0845255134380165	-7.11502671172037	2.6894529017276e-12	9.78207574015671e-11	17.3918314016744
"SLC45A1"	-1.60022870120685	-0.498804201446281	-7.11162431019595	2.75217924877418e-12	9.98836757055117e-11	17.3694661778042
"FLJ46111"	-1.31938795955911	0.867275187535813	-7.1102555507093	2.77781711756312e-12	1.00594501368484e-10	17.3604714426887
"TMEM206"	1.1130530465765	2.79480899317631	7.10880193418977	2.80530139781132e-12	1.01368956161782e-10	17.3509207194845
"AUH"	-1.49659671278126	-2.39898214349036	-7.10707559129537	2.83828953806172e-12	1.02338500437444e-10	17.33958029947
"ATP1B3"	1.04407943567187	0.430036632812672	7.10353878935998	2.90706811012165e-12	1.04591528412212e-10	17.316354365445
"CACYBP"	1.69863991123434	3.27745325096281	7.08944631101936	3.1977570668731e-12	1.14801550681565e-10	17.2239097498711
"ARSG"	-1.58627062653858	0.48012392599449	-7.08811948007855	3.22655371428582e-12	1.15585723790644e-10	17.2152141457659
"C11orf82"	1.01612290332329	2.09365826537328	7.08193794436207	3.36410766480095e-12	1.2025418839639e-10	17.1747210815514
"NEK2"	0.564704229712428	3.10210877543802	7.0736736641767	3.5570430668469e-12	1.26878046903711e-10	17.1206326613242
"ULK4"	-0.992190118926111	-0.0409540243636364	-7.06808705886819	3.6935825974708e-12	1.31466231124539e-10	17.0841003079417
"UBE2V2"	1.81152065966664	2.01691649330992	7.06728319687295	3.71364850242571e-12	1.31898003007094e-10	17.0788456980888
"SETBP1"	-1.67782138965142	-2.07681204669835	-7.06088476152245	3.87723078560068e-12	1.36829847652523e-10	17.0370395385955
"HAUS8"	1.30554343529153	1.69499284544766	7.06072732007788	3.88134389550625e-12	1.36829847652523e-10	17.0360112613209
"ANKRA2"	-1.21218544894326	-0.515103082966942	-7.06036081028681	3.89093546444307e-12	1.36829847652523e-10	17.0336175998092
"YBX1"	1.25753803009939	-0.507064181705234	7.06034030257206	3.8914728391621e-12	1.36829847652523e-10	17.0334836678967
"SEMA3B"	-1.56821467062332	-0.563616174658402	-7.06025663041698	3.89366610153069e-12	1.36829847652523e-10	17.0329372247671
"LOC152217"	1.12103314307936	0.524909539679063	7.05893719567145	3.92841287617921e-12	1.37759659974369e-10	17.0243210521359
"DNAH5"	-0.852750832205214	0.102428669789256	-7.05548811961417	4.02068829607655e-12	1.40669067998906e-10	17.0018045134496
"GIGYF2"	-1.24955752297964	-0.564148801296143	-7.05520692646468	4.02830443794245e-12	1.40669067998906e-10	16.9999692275485
"PKMYT1"	0.54893514055382	2.6246107789876	7.05161396122508	4.1268767101461e-12	1.43809108335531e-10	16.9765243348166
"BHLHE40"	-0.825497542619151	0.41496875677135	-7.05026038288166	4.16462311370144e-12	1.44820848108672e-10	16.9676946316531
"RFC3"	1.03273728199531	1.34524483546419	7.04926215100712	4.19267728226894e-12	1.45492028780531e-10	16.9611838803207
"C17orf108"	-1.73020318888525	-2.7710669343843	-7.04093430157896	4.4340722529785e-12	1.53548227060435e-10	16.9068985545858
"TOM1L2"	-1.8558325819291	-1.9741132695	-7.03840044982951	4.51019195973798e-12	1.55859481818638e-10	16.8903926524543
"PPP2R5D"	1.69928735236104	1.00298730103994	7.02655383625895	4.88345112091034e-12	1.68408142182099e-10	16.8132906149512
"BBS1"	-1.29131005529087	-0.499109394976584	-7.02130599316722	5.05834327885139e-12	1.74072050809153e-10	16.779171913781
"C9orf98"	-1.14336669590917	1.09589584756887	-7.0210027178488	5.06863630078391e-12	1.74072050809153e-10	16.7772008567538
"SMARCA2"	-1.77548122233573	-3.17730416510193	-7.01837935330342	5.15853499040439e-12	1.76794162083509e-10	16.7601540946259
"C16orf71"	-1.24132211809996	1.77138718305096	-7.01718791220096	5.19987925338671e-12	1.77534106465095e-10	16.7524138799693
"PRICKLE2"	-1.31912664336222	-2.30115572506887	-7.01714178121829	5.20148657493088e-12	1.77534106465095e-10	16.7521142123858
"C6orf129"	0.955618813363308	3.08541695024105	7.01659871139895	5.22044524484075e-12	1.77816067335539e-10	16.748586551414
"TRIM66"	-1.23313077604951	-1.53699170854408	-7.01146444763074	5.40307064754989e-12	1.83660205119784e-10	16.7152472712966
"MCM7"	1.34067252573925	1.14892353463361	7.00908237431632	5.48991785772757e-12	1.86231458430914e-10	16.6997865298291
"GTF2IRD2"	-1.34062982759278	-2.07197627089807	-7.00585989944772	5.60959029818411e-12	1.89903482558893e-10	16.6788784867033
"C2orf55"	-1.26893906902147	0.558183620202479	-7.00126682730343	5.78460227383583e-12	1.95430201210771e-10	16.6490922296197
"ZNF214"	-1.9371296563781	-1.70155325449587	-6.99904932616741	5.87100536087946e-12	1.97946959652208e-10	16.6347177420475
"SF3B3"	1.61330952401772	0.510935710330578	6.99667785925451	5.96481025992542e-12	2.00702583280324e-10	16.6193495971386
"THSD4"	-0.947533618015606	-0.00318698739807162	-6.99486988081585	6.03731341579712e-12	2.02731764843191e-10	16.6076361555952
"RORC"	-0.754382362772586	0.177614490060606	-6.99242976213013	6.13654043343168e-12	2.05648336863914e-10	16.591831421051
"TMEM26"	-0.880184010755164	-0.288319473960055	-6.99175075882038	6.16443568052809e-12	2.06167504792229e-10	16.5874343480859
"HMGB3"	1.40569344152887	3.53122144783333	6.99126324094998	6.18454096885342e-12	2.0642457828169e-10	16.5842775215248
"UBL4A"	0.979390173811904	1.3950463059573	6.9866156299502	6.37947110069512e-12	2.12504145562634e-10	16.5541924665652
"WDR67"	1.66709113236104	2.72997933100689	6.98594549258818	6.40807120584017e-12	2.13029919166951e-10	16.5498559529458
"PPP3R1"	0.674831791664126	-0.416999257676309	6.98422921955233	6.48189370288798e-12	2.15053966326156e-10	16.5387514647595
"CCDC90A"	1.15213899511905	0.363766306674931	6.98104604403956	6.62102997287178e-12	2.19232590057918e-10	16.5181622472308
"MORN1"	-0.867858074610138	0.0170666080192837	-6.98024486157989	6.65650903740538e-12	2.19932476050782e-10	16.5129813788216
"MLPH"	-1.1661899051998	0.676051008716253	-6.97982753293581	6.67506364396876e-12	2.19932476050782e-10	16.5102829171923
"TNFSF12"	-0.98670562918504	-2.03556775828926	-6.97967492316642	6.68186141292534e-12	2.19932476050782e-10	16.5092961722326
"ARL9"	1.05432163405653	0.0829186733939394	6.97545304824632	6.87263745516017e-12	2.25764782173265e-10	16.4820058188374
"PRICKLE4"	-1.50628927860348	-0.941567474393939	-6.96723598395058	7.25940741014131e-12	2.37502133099933e-10	16.4289317406613
"C1orf101"	-1.2126024345351	-0.821397802769972	-6.96721031071097	7.26064870075483e-12	2.37502133099933e-10	16.4287660025988
"TTC16"	-1.21921820889641	1.54485776623829	-6.96695908704379	7.27280626566393e-12	2.37502133099933e-10	16.4271442126673
"COX4NB"	1.46215394343012	0.592718310133609	6.95917379728762	7.65963242440014e-12	2.49643941487018e-10	16.3769111030697
"TXNL4B"	0.994444153066177	-0.550442295311295	6.95841298287005	7.69850116792641e-12	2.50419738577833e-10	16.3720047226604
"TMEM91"	-1.16827204725137	-1.51175174228099	-6.95275000463281	7.99396276668782e-12	2.59522752163838e-10	16.3354997304338
"PTDSS1"	1.59561008622472	1.16519561543113	6.95055902258877	8.11123851703301e-12	2.62816777056769e-10	16.3213830705361
"INADL"	-0.641412947514926	0.351925158822314	-6.9499461191662	8.14434641437165e-12	2.63376120816509e-10	16.3174347840292
"UCK2"	0.909439311040135	1.40252586131543	6.94728382615226	8.28970510343963e-12	2.67556268406551e-10	16.300287985043
"ZNF695"	1.14753852874164	2.52025180228788	6.94017404087774	8.6904928810936e-12	2.79948396646391e-10	16.2545247455284
"DOK1"	-0.724963481915313	0.00443381769283747	-6.93161110533404	9.19850840902806e-12	2.95740051788906e-10	16.1994624452949
"APEX2"	0.885907735960803	1.82425582575069	6.92407147310812	9.66987271493291e-12	3.10294641443272e-10	16.1510295037871
"DIXDC1"	-1.28037120456069	-3.22886160359504	-6.92173511398531	9.82069241073267e-12	3.14527069848167e-10	16.1360306007054
"DNALI1"	-1.91333310109361	-0.245673087789256	-6.9203081153287	9.91394334160934e-12	3.16903011969674e-10	16.1268717661953
"ZNF546"	-1.05888497287288	-1.51200709751102	-6.91957086899026	9.96246061376963e-12	3.17842649370593e-10	16.1221405817743
"TNK1"	-0.491335732249584	0.444886592797521	-6.91767497695509	1.00882999067134e-11	3.21240844922203e-10	16.1099759609753
"SLC7A8"	-1.87479599841134	1.0595733577135	-6.91454105408991	1.02997429537436e-11	3.27346706266017e-10	16.0898741511581
"NDUFAF4"	1.49247744329637	-0.956384413199725	6.90755539432627	1.07868394253988e-11	3.42173368185073e-10	16.0450949635566
"CHAF1B"	0.774920767084839	1.68872598927135	6.90674033171481	1.08451247072669e-11	3.43366976922267e-10	16.0398728630029
"SEPSECS"	-1.30374419924332	-0.846971093958678	-6.90140178433942	1.12346023087531e-11	3.55021976380407e-10	16.0056821611117
"HNMT"	-0.931611189161874	-1.71549368707025	-6.89992635584211	1.13446434526578e-11	3.57819095768648e-10	15.996236867504
"ESR1"	-1.80553320309824	0.408498662666667	-6.89417955683744	1.17834302978643e-11	3.70954883354356e-10	15.9594642701968
"PSMA3"	1.36431097993706	1.6669757766584	6.88845883092882	1.22367589942347e-11	3.84497935731887e-10	15.9228851543674
"MCCC1"	0.863088676476182	-1.16318979011157	6.88620284615678	1.24201989365708e-11	3.89525559855998e-10	15.9084673853315
"TTC8"	-1.00016336174951	0.171030963533058	-6.88427538473645	1.2579061870166e-11	3.93764908485685e-10	15.896152452091
"C5orf41"	-0.806099316094124	-1.48546177050275	-6.87970645655779	1.29636466014617e-11	4.04510222938504e-10	15.8669727267112
"PNPLA2"	-0.462703336649638	-1.27080456053719	-6.8796204085755	1.29709992074493e-11	4.04510222938504e-10	15.866423339078
"ATP2C1"	1.35401002916768	0.459860454285124	6.87886164867467	1.30360109498435e-11	4.05236997190432e-10	15.8615791710509
"SNRPB2"	1.56966209767504	1.73636464183747	6.87877956651892	1.3043063018703e-11	4.05236997190432e-10	15.8610551601404
"DLG4"	-1.05066703421888	-0.504843407433884	-6.87346157104515	1.35080260510027e-11	4.18900016827924e-10	15.8271168541222
"CRIM1"	-1.41038190471152	-3.66265763285124	-6.86163312645271	1.46013199039215e-11	4.51961153525109e-10	15.7517127411438
"SNRPG"	1.26522427690945	2.36528879009642	6.86028024332476	1.47317695131586e-11	4.5515143651993e-10	15.7430956201482
"AMD1"	1.32438819675777	-0.626401578575758	6.856161110387	1.51360331238027e-11	4.66773919450554e-10	15.7168681830896
"ITPR1"	-1.14888829521386	-1.62780651700689	-6.85447134912059	1.5305002465205e-11	4.71110649956735e-10	15.7061130917897
"CKAP5"	1.31543979506557	2.42868144633333	6.85322023049951	1.54313006257693e-11	4.74120293903025e-10	15.6981513966122
"SHFM1"	1.45548314850827	1.84812219984435	6.85257641340294	1.54966908005156e-11	4.75250912336108e-10	15.6940548593123
"LRRFIP1"	-1.34194719958207	0.615905160187328	-6.85123360781314	1.56339509432028e-11	4.78577408062462e-10	15.6855118212482
"NDUFA9"	1.18364087390709	0.947298121796143	6.84878643992851	1.58871728407304e-11	4.85434902497465e-10	15.6699465169516
"NASP"	1.53245212819838	0.761866974300276	6.84751313905959	1.6020515746203e-11	4.88611032538324e-10	15.6618495673973
"VWA2"	-1.02470392652427	0.132375768683196	-6.84568703974369	1.62136678153808e-11	4.93596312137839e-10	15.6502396646726
"MAST4"	-1.36693802567356	-1.3990501906405	-6.84230302930709	1.65776646160546e-11	5.03754920014733e-10	15.6287321165327
"RHEB"	1.44409388746596	0.904106994787879	6.84173646029907	1.66393855805097e-11	5.04707786713927e-10	15.6251321202639
"C9orf140"	0.498304813111059	1.41865042835262	6.83543998782201	1.73406729675277e-11	5.25021249665293e-10	15.5851417529035
"IRS1"	-1.99398280961383	-2.40103656163223	-6.83188434980226	1.77494210508164e-11	5.3641977583031e-10	15.562573339927
"USP19"	-1.00333830222911	-1.13171722012948	-6.83072995685238	1.78841492289768e-11	5.39510578010984e-10	15.5552483712032
"IFT140"	-1.01710783173941	0.767904460971074	-6.82610588703523	1.84339526531128e-11	5.55089059782682e-10	15.5259181567215
"GLI3"	-1.43022492968518	-0.595003694566116	-6.82274351269295	1.88441204458434e-11	5.6641405072479e-10	15.5046017541306
"CDC7"	0.893669232506427	2.05525133994077	6.82125392807811	1.90286810222881e-11	5.70929126268001e-10	15.4951612004099
"IGSF9B"	-1.10581063824465	-0.46509651027135	-6.81962410682398	1.92326491056336e-11	5.76009177358273e-10	15.4848339411599
"LAPTM4B"	1.40794002509455	1.30702353871901	6.81822913132935	1.9408929390877e-11	5.80243209235896e-10	15.4759964882253
"HTATSF1"	1.09642504089459	0.440260968619835	6.81759782894847	1.94892259407376e-11	5.81597690461295e-10	15.4719975812721
"CHCHD3"	0.733520743397574	0.643178385983471	6.81576849809303	1.97237470969749e-11	5.87541441300925e-10	15.4604117471418
"CCDC30"	-0.990647897181744	0.100458260348485	-6.80542981900128	2.11021454502942e-11	6.27477391189248e-10	15.394984369248
"EME1"	1.04164154365732	3.05466951526446	6.80155071499518	2.16433434725632e-11	6.42420812858831e-10	15.3704583273524
"C17orf44"	-1.27206543088265	-0.843922383747934	-6.79835122149846	2.20999525950282e-11	6.54804656033082e-10	15.3502384409133
"DCAF13"	1.6946863817385	3.68214364766253	6.79234697094055	2.29824857403474e-11	6.79741775758103e-10	15.3123158575496
"LSM2"	1.0975577723614	1.14490880094628	6.79161430252536	2.30925157523323e-11	6.81782942869037e-10	15.3076903720675
"MEIS3P1"	-1.87353393147948	-2.61542363642837	-6.79095429456878	2.31920761531995e-11	6.81820263981341e-10	15.303523982411
"SKP2"	1.16299536345601	0.339334811590909	6.7908285123498	2.32110977719121e-11	6.81820263981341e-10	15.3027300054883
"MTBP"	1.01278688808148	1.4817844264022	6.79079057912066	2.32168372887402e-11	6.81820263981341e-10	15.3024905615536
"ABCC8"	-1.00810855855585	-0.121304300758953	-6.78882572248202	2.35160429105585e-11	6.89389180351506e-10	15.2900895076653
"ALAD"	-0.847215148570546	-1.49393302577548	-6.78820574203937	2.36112353520762e-11	6.89865503523322e-10	15.2861771996432
"DNAJC12"	-0.964850851100777	0.719921323730028	-6.78817934157341	2.36152972870154e-11	6.89865503523322e-10	15.2860106098206
"NAT1"	-1.44148505492054	1.62905992635124	-6.78517731873533	2.40816825504717e-11	7.00382097675186e-10	15.2670712328339
"DNAJC16"	-1.21310751277525	0.207682780950413	-6.78486585777405	2.41305844348028e-11	7.00382097675186e-10	15.2651066873094
"SPATA6"	-1.20831334354414	-1.11711133486915	-6.78480233928228	2.41405693026744e-11	7.00382097675186e-10	15.2647060530323
"MRPL14"	0.980289054685237	2.24803116394215	6.7847815256131	2.41438420146722e-11	7.00382097675186e-10	15.2645747743525
"POLI"	-1.10575480146626	-1.29263179911846	-6.78212749764838	2.45647434017603e-11	7.11350461365959e-10	15.247837845515
"NICN1"	-1.70535258035054	-2.79641887409917	-6.77936159344709	2.50110457370879e-11	7.23014960420652e-10	15.2304015259434
"WDR78"	-1.11736279055845	-0.113759574545455	-6.77870784085721	2.51176909772112e-11	7.24837255943065e-10	15.2262811694249
"BMS1"	1.18837839590061	0.186727462253444	6.77754882911488	2.53078554864313e-11	7.29059226855219e-10	15.2189772135576
"SPEF2"	-0.974509551555455	-0.119554053179063	-6.77666581643278	2.5453682685295e-11	7.31991546012063e-10	15.2134133085317
"THBD"	-0.848599457707287	-1.41354570512672	-6.77619672571346	2.55314866842342e-11	7.32960918247565e-10	15.2104578048543
"SORCS1"	-1.67982696647013	-0.595061931793388	-6.77073343338639	2.64549947209581e-11	7.58163659054769e-10	15.1760496122331
"PSMB5"	0.983750363155642	1.54606133787741	6.76868355447258	2.68098910328251e-11	7.67012063248914e-10	15.163145631688
"EEF1DP3"	-0.948839852106283	-0.17944510826584	-6.76253924412288	2.79018680757896e-11	7.95652846610124e-10	15.1244878153411
"RBKS"	-1.38887855542673	1.28239357336777	-6.76251243683562	2.79067266017147e-11	7.95652846610124e-10	15.124319221103
"C13orf27"	1.77522356875749	1.05868658515565	6.75841440107582	2.86592929030819e-11	8.157102168408e-10	15.0985531009049
"JAKMIP3"	-1.80173800126135	-1.11147069787879	-6.75680276787633	2.89606766595019e-11	8.22718131284509e-10	15.0884238330435
"CHAD"	-1.20893447984236	-0.027505604214876	-6.75656978758062	2.90045015601445e-11	8.22718131284509e-10	15.0869597056373
"UQCRH"	1.06886086872561	0.457375721133609	6.75490143935471	2.93202334361852e-11	8.30257104218518e-10	15.0764765364542
"KIF5C"	-1.07943710860975	0.0728273982369146	-6.75419915695425	2.94541450051687e-11	8.3263060931278e-10	15.0720643830881
"HMGA1"	0.8105888352491	1.69116790738017	6.75131214721964	3.00109711975025e-11	8.46931007206937e-10	15.0539307227505
"MASTL"	1.15623280226534	1.42059895506474	6.74628351694029	3.10056125343918e-11	8.73390085246124e-10	15.0223615806127
"KIAA0247"	-0.932005983178508	0.0913877809118457	-6.74604474461695	3.10536361677571e-11	8.73390085246124e-10	15.0208631114451
"SIAE"	-1.71277996880858	-1.43066943408127	-6.7436068725557	3.15481525004855e-11	8.85799646728158e-10	15.0055663721518
"DNA2"	0.889019918839731	2.33551339392149	6.73622114419451	3.30939459602746e-11	9.26365022210595e-10	14.9592533989391
"INCENP"	1.05251912354054	1.80779938525482	6.73617250033585	3.31043691007757e-11	9.26365022210595e-10	14.9589485207651
"UQCRHL"	0.881135894731059	0.463757615658402	6.73434019293671	3.34993391868345e-11	9.35842043636241e-10	14.9474658413967
"BOLA3"	1.09627136759916	1.33910781688292	6.73128041741827	3.4169226850019e-11	9.52954511243315e-10	14.9282970159352
"HNRNPAB"	0.965250047087531	2.51609640134711	6.71894125158171	3.70065489971571e-11	1.0296976104556e-09	14.8510727330914
"MAGOH"	1.39838170290963	1.24189394233471	6.71878119472019	3.7044830408642e-11	1.0296976104556e-09	14.8500718426348
"LOC100128191"	1.04456328676127	2.2958080851708	6.71728610261251	3.74042979061335e-11	1.0379536557525e-09	14.8407235338921
"ST6GALNAC6"	-0.545855080822884	-1.46287737574931	-6.71164604627278	3.87913949500589e-11	1.07465094476646e-09	14.8054746652377
"POLE2"	0.754860124488977	2.16935427173554	6.71093970281456	3.89686258470378e-11	1.07776455712057e-09	14.8010620436716
"TPI1"	1.08786330582358	1.93870295274931	6.70354107993548	4.08734145970742e-11	1.1285679359345e-09	14.754866472175
"SPG11"	-1.2074477324084	-0.496954825263085	-6.70067463384682	4.16356683227824e-11	1.14770825681806e-09	14.7369810149764
"NFKBIL2"	0.763740810871699	2.04479191530441	6.69493437593632	4.32042725887369e-11	1.18897585922183e-09	14.7011844273142
"BTD"	-0.814439626735232	-0.886744105157025	-6.69032271685785	4.45063153602015e-11	1.22278342796243e-09	14.672445455629
"PVR"	2.15403125862689	-0.104722966603306	6.68550058853765	4.59089197161685e-11	1.25923772858441e-09	14.6424135687943
"STARD13"	-1.3539742526454	-1.95528636735124	-6.68247992584239	4.68095144745733e-11	1.28182495814886e-09	14.6236108219717
"ADAMTS15"	-1.60315823295381	-0.956687581205234	-6.67942499738781	4.7737935748744e-11	1.30509863160464e-09	14.6046024090852
"SRD5A1"	0.724020818461846	0.608272511699725	6.67900791286904	4.78660840667834e-11	1.30645328301818e-09	14.6020078159794
"HHAT"	-0.957127193730999	0.706421826436639	-6.67682325370042	4.85428451599495e-11	1.32275274139128e-09	14.5884198576589
"CCDC71"	-0.910259887492847	-0.0242836274146006	-6.67448800078527	4.92766298117825e-11	1.34055014849664e-09	14.5738995885897
"CACNA1F"	-1.05945889396981	-0.20215572269146	-6.67346496580765	4.9601503471371e-11	1.3471833181391e-09	14.567539915854
"TTC18"	-1.38038779121761	-1.3442087643292	-6.67309320411506	4.97200790035767e-11	1.34820090244283e-09	14.5652290813057
"MAPRE1"	1.20902925897955	1.23539237039669	6.6702470625919	5.06371260180285e-11	1.3708311216151e-09	14.5475415085058
"PEBP4"	-0.895555684376735	-1.00217346736777	-6.66957367501267	5.08565101367457e-11	1.37453156340323e-09	14.5433576625362
"NT5DC2"	1.13330081895176	0.468151287742424	6.66908440580108	5.10164941712366e-11	1.37647034488689e-09	14.5403180022649
"TMEM25"	-0.85576171741321	0.462507016844353	-6.66884833063935	5.10938637224889e-11	1.37647034488689e-09	14.5388514194219
"C14orf43"	-1.20486800928824	-0.791859409176309	-6.66554384755893	5.21890002803753e-11	1.40369832145695e-09	14.5183276080236
"MTHFR"	-1.67298423493334	-0.380230804652893	-6.66380151730928	5.27756556090462e-11	1.41529861624175e-09	14.5075097876845
"REEP6"	-1.20423721784112	0.404530818568871	-6.6637574192951	5.27905872981522e-11	1.41529861624175e-09	14.5072360233243
"GEN1"	0.83919357849194	1.70755189542562	6.65899860235029	5.44265071648819e-11	1.45278028831798e-09	14.4777022724686
"ZNF396"	-1.1422666859967	0.10321340423416	-6.65862013699289	5.455872342408e-11	1.45278028831798e-09	14.4753542741438
"TMPRSS6"	-1.06068172832338	0.70589316292562	-6.65856788965692	5.45770006601606e-11	1.45278028831798e-09	14.4750301410363
"ABCF1"	1.24112667924686	1.30180237739394	6.65850225888776	5.459996821251e-11	1.45278028831798e-09	14.4746229826921
"FAM127B"	1.7006061433934	0.442649656603306	6.6584288824857	5.46256575742232e-11	1.45278028831798e-09	14.474167776403
"KIAA1984"	-0.8641832400826	0.0930703607561983	-6.65386239075448	5.62479322172657e-11	1.49353535034407e-09	14.445847283394
"HPDL"	1.03780332863104	0.569509149550964	6.65150533015483	5.71036765222845e-11	1.51383941172793e-09	14.4312359697271
"NOP58"	0.794398934583129	1.24541685558815	6.65112876030785	5.724156942919e-11	1.51507860995541e-09	14.4289020538067
"PDCD2L"	1.43336290875138	1.70107784144353	6.64990754242313	5.76910061092806e-11	1.52454674649994e-09	14.4213339562342
"GOLT1B"	1.06055273686871	1.01368221943526	6.64825020578476	5.83064809344407e-11	1.53836559697186e-09	14.4110651199176
"AARS"	1.53940884910677	0.654512462461432	6.64746094222077	5.86018426080665e-11	1.5437081265155e-09	14.4061756482342
"EZH1"	-0.923618447616096	-3.25731381034711	-6.64082835578926	6.11425562597073e-11	1.60808792745072e-09	14.3651071834715
"IGFALS"	-1.11831135463074	1.03705704996832	-6.63796412228776	6.22728365361174e-11	1.63522762859928e-09	14.3473832744729
"ANKRD42"	-1.47365318749645	0.420061601818182	-6.63722719059775	6.25669402146843e-11	1.64035911711117e-09	14.3428242262559
"XBP1"	-0.752287721147173	0.727021083778237	-6.63529508096778	6.3344508869306e-11	1.65812980539465e-09	14.3308733015468
"GLS2"	-0.847797797036264	-0.0212593465482094	-6.63041881280959	6.53493000088675e-11	1.70791834079779e-09	14.3007251777193
"BCL2"	-2.55727833458894	-1.91404287751377	-6.62620901911537	6.71299981919777e-11	1.7517030297442e-09	14.2747133793433
"C4orf32"	-1.37385253701022	-1.29267105611846	-6.62533873204615	6.75040081637042e-11	1.7587016045409e-09	14.2693378049729
"NUP205"	1.23569959097266	1.20925816916391	6.61844190066382	7.05410603696027e-11	1.83495071277549e-09	14.2267596622384
"ZFYVE1"	-1.26895978329323	-1.38053618694077	-6.61277131113627	7.31380970057522e-11	1.89953351317127e-09	14.1917812141069
"FGF10"	-1.60349918027239	-2.64109593671901	-6.60778525442558	7.54988751212267e-11	1.95778830306557e-09	14.1610471577619
"KIAA0430"	-0.911597283901641	-1.38816038071901	-6.60374231732346	7.74677885208613e-11	2.0057158579342e-09	14.1361415553866
"PIGV"	-1.38164297108847	-0.92550323327135	-6.60143977077106	7.861152620743e-11	2.03216296830467e-09	14.1219632673054
"C20orf132"	-1.02891815609887	-1.82225191945868	-6.60085598299462	7.89041289511402e-11	2.0365596761271e-09	14.1183691989766
"PSMA5"	1.44288357575958	3.36360976736501	6.59946469239602	7.96057726786155e-11	2.05148395885883e-09	14.109804903192
"UGCG"	-1.30667402831077	0.756083514651515	-6.59347301132535	8.26979501486227e-11	2.1278720237932e-09	14.072940486443
"TCP1"	2.1086312434003	0.573496112871901	6.59285133368464	8.30254447664962e-11	2.13299682056986e-09	14.0691172504643
"DCDC1"	-0.991720845630856	0.868318074476584	-6.58967332158579	8.47195491531078e-11	2.17316102781321e-09	14.0495778803631
"ECT2"	0.973799897532349	3.16402949574656	6.5848825433742	8.73375688764074e-11	2.2368645144278e-09	14.0201385120968
"CREBL2"	-0.91396402910244	-1.90596391543664	-6.58317317848919	8.82907413386863e-11	2.2551643652496e-09	14.0096390428056
"DEGS2"	-0.76167603856223	1.04702608416942	-6.58311488324131	8.83234268907166e-11	2.2551643652496e-09	14.0092810172116
"N4BP2L1"	-1.27958001540139	-3.45514409024242	-6.58246545811259	8.86883556061479e-11	2.26100896761563e-09	14.0052927033459
"OSCP1"	-1.57557647307894	-0.0459849912961433	-6.58145036487791	8.92617237477397e-11	2.27214145809331e-09	13.999059410574
"SLC24A1"	-1.17558389896691	-1.02896454920523	-6.57729940393707	9.16443916956946e-11	2.32922489107926e-09	13.9735788365912
"ONECUT2"	1.96946755813964	1.2252425749876	6.57587777701989	9.2474648646964e-11	2.34673833558753e-09	13.964855488517
"ELOVL5"	-0.932527393933974	-0.320803906184573	-6.57142672541597	9.51220885775331e-11	2.41024292124353e-09	13.9375538745016
"LOC283174"	-1.38686652919496	-1.94745402080579	-6.57054068193036	9.56578908372837e-11	2.42013007838254e-09	13.9321210652707
"FBXW4"	-1.33610440666621	-1.17804002752066	-6.56801899703199	9.71990210445327e-11	2.45538317295171e-09	13.9166628122568
"PIK3IP1"	-1.07862300966092	-2.07997079671763	-6.5670233263915	9.78142014297629e-11	2.46717398507666e-09	13.9105606714235
"LAD1"	0.557829910259807	0.46610479737741	6.56617004154405	9.83444418752793e-11	2.4767898679559e-09	13.9053318192332
"YWHAZ"	1.29406229470196	2.11237311695868	6.56574390810363	9.86102990687368e-11	2.47972827703562e-09	13.9027207376449
"LONRF2"	-1.98359691718395	-0.403102655245179	-6.56499139584577	9.90814988114062e-11	2.48781370580543e-09	13.8981101758322
"LMX1B"	-0.612432428373681	0.397827358136364	-6.56347588334012	1.00037169622752e-10	2.50110883002139e-09	13.888826215221
"AHSA1"	1.15106602724193	1.43597013875344	6.56346102135036	1.00046586048739e-10	2.50110883002139e-09	13.8887351807569
